Id,Slack (ns),Source Clock,Sink Clock,Exception,Hops,TDMs used per hop**,Total TDM delay (ns)*,User logic delay (ns),Path delay (ns),Requirement (ns),Start Point,End Point,Net Name,
1,29.228,clk:r,clk:r,-,FB1_uB,x1: x1,(trace:5.146) + (trace:5.146) = 10.292,5.466,16.575,45.803,FB1.uA.dut_inst.lfsr.data_out[5].Q,FB1.uA.dut_inst.misr.data_out[15].D,adder_in[5]: adder_out[15]
2,29.229,clk:r,clk:r,-,FB1_uB,x1: x1,(trace:5.146) + (trace:5.146) = 10.292,4.045,16.574,45.803,FB1.uA.dut_inst.lfsr.data_out[5].Q,FB1.uA.dut_inst.misr.data_out[13].D,adder_in[5]: adder_out[13]
3,29.233,clk:r,clk:r,-,FB1_uB,x1: x1,(trace:5.146) + (trace:5.146) = 10.292,4.041,16.570,45.803,FB1.uA.dut_inst.lfsr.data_out[5].Q,FB1.uA.dut_inst.misr.data_out[14].D,adder_in[5]: adder_out[14]
4,29.234,clk:r,clk:r,-,FB1_uB,x1: x1,(trace:5.146) + (trace:5.146) = 10.292,4.040,16.569,45.803,FB1.uA.dut_inst.lfsr.data_out[5].Q,FB1.uA.dut_inst.misr.data_out[16].D,adder_in[5]: adder_out[16]
5,29.237,clk:r,clk:r,-,FB1_uB,x1: x1,(trace:5.146) + (trace:5.146) = 10.292,4.365,16.575,45.803,FB1.uA.dut_inst.lfsr.data_out[5].Q,FB1.uA.dut_inst.misr.data_out[15].D,adder_in[8]: adder_out[15]
6,29.237,clk:r,clk:r,-,FB1_uB,x1: x1,(trace:5.146) + (trace:5.146) = 10.292,4.365,16.575,45.803,FB1.uA.dut_inst.lfsr.data_out[4].Q,FB1.uA.dut_inst.misr.data_out[15].D,adder_in[7]: adder_out[15]
7,29.238,clk:r,clk:r,-,FB1_uB,x1: x1,(trace:5.146) + (trace:5.146) = 10.292,2.944,16.574,45.803,FB1.uA.dut_inst.lfsr.data_out[5].Q,FB1.uA.dut_inst.misr.data_out[13].D,adder_in[8]: adder_out[13]
8,29.238,clk:r,clk:r,-,FB1_uB,x1: x1,(trace:5.146) + (trace:5.146) = 10.292,2.944,16.574,45.803,FB1.uA.dut_inst.lfsr.data_out[4].Q,FB1.uA.dut_inst.misr.data_out[13].D,adder_in[7]: adder_out[13]
9,29.241,clk:r,clk:r,-,FB1_uB,x1: x1,(trace:5.146) + (trace:5.146) = 10.292,2.941,16.570,45.803,FB1.uA.dut_inst.lfsr.data_out[4].Q,FB1.uA.dut_inst.misr.data_out[14].D,adder_in[7]: adder_out[14]
10,29.241,clk:r,clk:r,-,FB1_uB,x1: x1,(trace:5.146) + (trace:5.146) = 10.292,2.941,16.570,45.803,FB1.uA.dut_inst.lfsr.data_out[5].Q,FB1.uA.dut_inst.misr.data_out[14].D,adder_in[8]: adder_out[14]
11,29.242,clk:r,clk:r,-,FB1_uB,x1: x1,(trace:5.146) + (trace:5.146) = 10.292,2.939,16.569,45.803,FB1.uA.dut_inst.lfsr.data_out[5].Q,FB1.uA.dut_inst.misr.data_out[16].D,adder_in[8]: adder_out[16]
12,29.242,clk:r,clk:r,-,FB1_uB,x1: x1,(trace:5.146) + (trace:5.146) = 10.292,2.939,16.569,45.803,FB1.uA.dut_inst.lfsr.data_out[4].Q,FB1.uA.dut_inst.misr.data_out[16].D,adder_in[7]: adder_out[16]
13,29.249,clk:r,clk:r,-,FB1_uB,x1: x1,(trace:5.146) + (trace:5.146) = 10.292,4.025,16.553,45.803,FB1.uA.dut_inst.lfsr.data_out[5].Q,FB1.uA.dut_inst.misr.data_out[12].D,adder_in[5]: adder_out[12]
14,29.252,clk:r,clk:r,-,FB1_uB,x1: x1,(trace:5.146) + (trace:5.146) = 10.292,4.022,16.551,45.803,FB1.uA.dut_inst.lfsr.data_out[5].Q,FB1.uA.dut_inst.misr.data_out[11].D,adder_in[5]: adder_out[11]
15,29.252,clk:r,clk:r,-,FB1_uB,x1: x1,(trace:5.146) + (trace:5.146) = 10.292,4.022,16.550,45.803,FB1.uA.dut_inst.lfsr.data_out[5].Q,FB1.uA.dut_inst.misr.data_out[10].D,adder_in[5]: adder_out[10]
16,29.253,clk:r,clk:r,-,FB1_uB,x1: x1,(trace:5.146) + (trace:5.146) = 10.292,4.349,16.569,45.803,FB1.uA.dut_inst.lfsr.data_out[4].Q,FB1.uA.dut_inst.misr.data_out[16].D,adder_in[13]: adder_out[16]
17,29.253,clk:r,clk:r,-,FB1_uB,x1: x1,(trace:5.146) + (trace:5.146) = 10.292,4.349,16.569,45.803,FB1.uA.dut_inst.lfsr.data_out[5].Q,FB1.uA.dut_inst.misr.data_out[16].D,adder_in[14]: adder_out[16]
18,29.254,clk:r,clk:r,-,FB1_uB,x1: x1,(trace:5.146) + (trace:5.146) = 10.292,4.020,16.549,45.803,FB1.uA.dut_inst.lfsr.data_out[5].Q,FB1.uA.dut_inst.misr.data_out[9].D,adder_in[5]: adder_out[9]
19,29.256,clk:r,clk:r,-,FB1_uB,x1: x1,(trace:5.146) + (trace:5.146) = 10.292,4.346,16.575,45.803,FB1.uA.dut_inst.lfsr.data_out[6].Q,FB1.uA.dut_inst.misr.data_out[15].D,adder_in[6]: adder_out[15]
20,29.257,clk:r,clk:r,-,FB1_uB,x1: x1,(trace:5.146) + (trace:5.146) = 10.292,2.971,16.574,45.803,FB1.uA.dut_inst.lfsr.data_out[6].Q,FB1.uA.dut_inst.misr.data_out[13].D,adder_in[6]: adder_out[13]
21,29.258,clk:r,clk:r,-,FB1_uB,x1: x1,(trace:5.146) + (trace:5.146) = 10.292,2.924,16.553,45.803,FB1.uA.dut_inst.lfsr.data_out[5].Q,FB1.uA.dut_inst.misr.data_out[12].D,adder_in[8]: adder_out[12]
